Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
"Friday, February 26, 2021",55947,491868,318646,814528,3465734,426202,279946,40122,84732,1898223,814824,27399,335407,170907,1183670,663553,296286,402735,428615,547358,380436,44296,644130,482978,477480,293542,99615,855915,99719,198737,74893,782655,184737,287875,1606520,964381,423025,154885,926336,118421,513295,112111,772557,2630149,370084,572867,14963,338824,616024,131131,54350
"Saturday, February 27, 2021",55947,492696,319203,816782,3470880,427467,279946,40122,86799,1903682,816986,27503,335963,171144,1185448,664430,296286,403783,428615,548874,381272,44493,645558,483799,477961,294092,99840,858560,99789,199013,75166,786777,184899,288332,1622865,966154,423808,154885,929697,118421,515072,112427,773929,2641191,370084,574502,15099,339775,616890,131477,54350
"Sunday, February 28, 2021",55947,493257,322511,817821,3475564,428312,279946,40598,86799,1909222,818522,27559,336316,171144,1186699,665151,296286,404448,430133,550302,382099,44635,645558,484597,478238,294784,99957,858560,99818,199177,75588,789163,185139,288597,1630445,967422,424510,154885,931665,118421,516823,112427,775035,2645212,371235,576207,15199,339775,617382,131748,54395
"Monday, March 1, 2021",56290,493770,322594,817821,3509158,429842,282626,40684,86799,1910924,819739,27588,336517,171466,1187842,665693,296874,404959,430565,551550,382702,44763,647423,485232,478440,294994,100007,862174,99860,199255,75588,792411,185304,288597,1636680,968874,424890,155794,933287,118421,517976,112471,775719,2648497,371492,577311,15285,340711,617709,131748,54471
"Tuesday, March 2, 2021",56409,494442,323010,818670,3512368,430619,283128,40767,86949,1918101,821489,27623,336972,171837,1189423,666234,296874,406032,431307,551702,383170,44944,649065,485660,478707,295295,100162,863423,99968,199632,75803,795692,185548,288597,1642480,970507,425023,156043,935854,118421,518823,112652,776367,2657181,371979,578718,15372,341442,618315,132133,54528
"Wednesday, March 3, 2021",56582,497161,323399,819954,3515499,431674,283622,40818,87425,1924115,823025,27640,337595,172288,1191525,667002,297620,407366,431828,553220,383959,45091,650770,486436,479089,295676,100356,865565,100081,199908,75990,799370,185904,289502,1650184,972140,425749,156293,938419,120820,519996,112833,777952,2664897,372708,580245,15487,342237,619090,132435,54619
"Thursday, March 4, 2021",56717,498085,323791,821109,3518362,433025,284500,41014,87643,1930232,824825,27699,338268,172587,1193269,667941,297620,408465,432554,554630,384765,45231,652595,487378,479548,296154,100534,868056,100191,200266,76182,802553,186163,289878,1657777,973769,426643,156675,941447,120820,521563,113065,779453,2673059,373319,581560,15686,343091,619945,132698,54685
"Friday, March 5, 2021",56853,498898,324351,823385,3521268,434657,285330,41122,87874,1936207,826161,27753,338671,172827,1194709,668796,298315,409392,433072,556307,385678,45456,654385,488175,479976,296746,100670,870159,100285,200591,76426,806253,186460,290258,1666733,975399,427560,156886,944206,120820,523258,113231,780900,2679931,373868,583192,15819,343869,620666,132978,54765
"Saturday, March 6, 2021",56853,499445,324677,823385,3523381,435764,285330,41273,88139,1940897,827502,27838,338671,172827,1197272,670027,298315,410232,433072,557802,386611,45639,656077,489123,480365,297322,100851,872188,100367,200928,76695,809964,186742,290746,1674380,977031,428537,156886,946988,120820,524457,113378,782214,2685287,373868,584674,15968,344533,621280,133304,54765
"Sunday, March 7, 2021",56853,499831,324843,827237,3525251,436614,285330,41419,88354,1944997,828400,27838,339209,172931,1198342,670771,298315,410757,433814,557802,387319,45794,656077,490017,480652,297582,100923,872188,100400,201314,76695,812480,186922,290746,1681169,978661,429003,156886,948724,120820,525865,113588,783486,2688729,374850,585815,16084,344533,621657,133582,54765
"Monday, March 8, 2021",57180,500098,324974,827802,3528464,437198,287396,41579,88563,1948310,829125,27935,339696,173309,1199528,671246,298845,411087,434337,559975,388035,45933,658359,490490,480652,297652,100967,874912,100429,201455,77049,814786,187043,291175,1686478,980290,429169,156886,950174,120820,526716,113601,783914,2690898,375109,586696,16199,345736,621845,133749,54903
"Tuesday, March 9, 2021",57267,500623,325404,827802,3531204,438038,288145,41910,88679,1952735,830161,27977,340213,173792,1201039,671842,298845,411964,434982,560981,388668,46066,659897,492109,480652,298008,101101,875915,100526,201650,77223,818907,187244,291594,1693328,983556,429437,158009,953167,120820,527349,113754,785245,2696126,375669,588268,16286,346406,622449,133953,54977
"Wednesday, March 10, 2021",57410,501403,325719,828701,3533904,439278,288657,42006,88891,1957588,831318,28023,341011,174247,1202715,672714,299545,412977,435557,562394,389566,46261,662580,493014,480652,298445,101249,877794,100625,201951,77463,822672,187491,291912,1699817,983556,430252,158293,955761,123087,528473,113964,786600,2700959,376327,589534,16371,347132,623155,134220,55018
"Thursday, March 11, 2021",57635,502265,326055,830720,3536431,440222,289392,42128,89680,1962655,832529,28081,341436,174611,1204416,673624,299545,414180,435995,563983,390491,46448,665149,494109,480652,299124,101428,879857,100733,202232,77764,826473,187723,291912,1706564,984976,430946,158646,958413,123087,529392,114166,788109,2705979,376973,590764,16500,347132,623807,134550,55115
"Friday, March 12, 2021",57740,502726,326513,832090,3538799,441512,290577,42282,89911,1967867,833720,28145,341920,174945,1206178,674565,299983,415137,436527,565621,391480,46657,668092,495211,480652,299887,101561,881874,100853,202497,78077,831917,187985,293377,1706564,986740,431370,159039,961483,123087,530880,114352,789655,2712280,377492,592429,16623,348519,624510,134550,55165
"Saturday, March 13, 2021",57740,503311,326825,832904,3540578,442756,290577,42432,89911,1973119,834753,28145,342473,174945,1207856,675405,299983,415835,436527,565621,392581,46863,670090,496397,480652,300578,101733,881874,100946,202784,78077,835773,188167,293377,1722463,988298,431995,159039,964320,123087,532549,114352,789655,2717129,377492,593863,16698,349426,625051,135168,55165
"Sunday, March 14, 2021",57740,503680,326954,832904,3542026,443971,290577,42511,89911,1976813,835534,28259,342754,175236,1209342,676095,299983,416324,437430,568616,393441,47032,670090,497393,480652,300780,101785,886218,100980,202949,78615,838543,188312,294038,1728406,990340,432487,159039,966237,123087,533422,114352,789655,2720658,377492,595026,16890,349426,625371,135476,55165
"Monday, March 15, 2021",58104,508230,327073,833582,3544665,444393,293102,42623,90614,1979639,836395,28305,342943,175658,1210128,676508,300376,416759,437643,569721,394058,47206,673918,498218,480652,300882,101947,886233,101005,203063,78813,840737,188490,294217,1734213,990340,432796,159790,967618,123087,534188,114652,792798,2722548,378600,596152,16992,350508,625695,135690,55329
"Tuesday, March 16, 2021",58204,508733,327467,834073,3546902,444719,293955,42730,90751,1984432,837508,28352,343356,176007,1212121,677073,300376,417557,438602,570743,394718,47395,676497,498927,484513,301252,102353,887331,101153,203380,79070,844431,188666,294558,1740721,992225,432796,160052,970730,123087,534869,114794,794142,2727644,379081,597497,17047,351109,626365,136025,55358
"Wednesday, March 17, 2021",58371,509493,327793,835056,3549066,445345,294328,42811,91123,1989045,838759,28421,343356,176462,1213771,677981,300973,418512,439057,572432,395633,47591,680283,499965,485009,301602,102492,889322,101286,203596,79367,844431,188909,294558,1749697,993681,432796,160288,973731,125601,536100,114971,795966,2732748,379780,598870,17106,352012,627064,136342,55454
"Thursday, March 18, 2021",58520,510060,328055,835387,3550931,446606,295484,42892,91425,1994117,840022,28509,344318,176803,1216094,678943,300973,419292,439588,574303,396746,47832,683401,501459,485009,301924,102634,891314,101405,203872,79702,844563,189159,295147,1757493,995785,432796,160625,976854,125601,537499,115207,796626,2737215,380340,600965,17249,352907,627747,136728,55485
"Friday, March 19, 2021",58594,510588,328281,835549,3552725,448384,296691,43034,91635,1999257,841268,28509,344920,176803,1218473,679802,301395,420000,439833,576221,397898,48071,687820,502894,485009,302316,102784,893248,101518,204126,79996,844563,189377,295403,1765755,997336,432796,160997,980303,125601,538801,115522,798623,2740888,380787,602600,17393,353792,628432,137101,55582
"Saturday, March 20, 2021",58594,511098,328555,835549,3553989,448384,296691,43175,91635,2004362,842479,28694,345366,177420,1220438,680693,301395,420655,439833,578089,399016,48293,691073,504276,485009,302679,102974,895263,101518,204521,80316,844563,189562,295667,1773378,999750,432796,160997,984517,125601,540390,115522,798623,2744939,380787,602600,17555,354782,628974,137101,55582
"Sunday, March 21, 2021",58594,511463,328667,836906,3555092,450635,296691,43229,91635,2008350,843348,28773,345681,177421,1221868,681460,301395,420968,439833,579781,400023,48464,691073,505226,485009,302839,103067,895581,101518,204658,80543,844563,189733,295667,1781316,1000076,432796,160997,986857,125601,541582,115522,798623,2747465,381629,605298,17740,354782,629413,137101,55582
"Monday, March 22, 2021",58934,511782,328719,836906,3557289,450940,299667,43383,92429,2011213,843872,28851,345822,177761,1223089,681972,301395,421261,441111,580882,400705,48642,696841,506379,485009,302934,103132,898128,101518,204837,80750,844563,189897,296030,1787677,1001284,432796,161708,988436,125601,542203,115975,801645,2749283,381788,606361,17839,355987,629791,137101,55731
"Tuesday, March 23, 2021",59106,511881,328952,837416,3559373,452310,300565,43488,92609,2016522,844937,28892,346305,178120,1224919,682634,301395,422144,441821,582357,401433,48773,701378,507233,485009,303261,103464,899180,101518,205082,81132,844563,190064,296041,1794478,1002838,435457,162018,991950,125601,542912,116103,803110,2753771,382171,607624,17933,356536,629791,138430,55799
"Wednesday, March 24, 2021",59303,512718,329178,838016,3561678,453524,302022,43595,92819,2021663,845789,28950,347071,178545,1224919,683604,301395,422825,442307,584201,402606,48972,706552,508544,487365,303635,103673,901262,102004,205288,81521,881882,190275,296418,1801756,1004678,435457,162384,996617,127986,543932,116379,804493,2758181,382733,609100,18028,357499,631307,138818,55888
"Thursday, March 25, 2021",59448,513161,329515,838016,3563340,454898,303510,43669,93038,2027448,846931,29071,347703,178888,1229901,684552,301395,423549,442678,586496,403988,49190,712394,510400,487365,303948,103843,903391,102201,205574,82039,881882,190492,296763,1809837,1006176,435457,162806,1000243,127986,545257,116641,806012,2761413,383260,610637,18215,358606,632126,138818,55922
"Friday, March 26, 2021",59627,513605,329700,838719,3564383,456305,305210,43825,93325,2033183,847976,29194,348610,179205,1232904,685664,301434,424183,443133,588812,405348,49443,718455,512100,487365,304214,103992,905528,102384,205937,82374,892024,190721,297206,1818344,1008917,435457,163295,1000243,127986,546670,116851,806796,2766933,383713,612450,18498,359668,632951,139750,56047
"Saturday, March 27, 2021",59627,514098,329865,839892,3564476,457600,305210,44051,94062,2039064,849002,29306,349142,179428,1235581,686643,301434,424183,443133,590961,406714,49653,723700,513834,487365,304422,104110,905528,102543,206468,82374,892024,190890,297503,1826545,1008917,436914,163295,1009565,127986,548114,117368,806796,2771109,384562,614341,18624,361115,633667,140613,56047
"Sunday, March 28, 2021",59627,514415,329934,840492,3564476,458559,305210,44175,94402,2044006,849735,29408,349601,179429,1237831,687588,301434,425313,443133,592956,408049,49850,723700,515058,488648,304618,104141,905528,102590,206693,83027,900273,191051,297646,1835940,1013119,436914,163295,1012354,135775,549202,117336,806796,2774948,384562,615723,18820,361115,634138,140613,56047
"Monday, March 29, 2021",59627,514642,330013,840614,3564476,459365,308439,44248,94402,2047383,850534,29408,349601,179429,1239595,688303,301434,425544,443932,594560,409079,50030,732938,516609,488648,304696,104179,910844,102645,206819,83340,900273,191233,297646,1843562,1013829,436914,164165,1015271,136419,550070,117352,809692,2777109,384756,616865,19003,362400,634462,140991,56190
"Tuesday, March 30, 2021",60248,515015,330188,841192,3564476,460323,310056,44413,94573,2052550,851428,29581,349742,179429,1242008,689025,301434,426243,444461,596141,409982,50253,739245,517882,489387,304864,104335,912220,102890,207169,83714,900273,191380,298052,1850050,1015733,436914,164571,1020306,136419,550670,117495,810532,2780781,385127,618309,19109,363243,635321,141327,56240
"Wednesday, March 31, 2021",60248,515423,330401,841884,3564476,462085,310888,44513,94802,2057825,852504,29681,350840,180536,1244594,690069,302384,427015,444977,598390,411344,50504,746352,519531,489387,305149,104556,914149,103106,207577,84176,908974,191655,298328,1858432,1017620,437859,165013,1024858,136419,551631,117761,811845,2780903,385641,619366,19275,364489,636046,141739,56316
"Thursday, April 1, 2021",60628,515893,330611,842273,3570718,463690,312468,44656,95188,2064712,853394,29794,351651,180897,1248114,691291,302384,427984,445551,600854,412928,50788,753452,521667,490337,305420,104741,916174,103311,209896,84539,914535,191948,298651,1867320,1020064,437859,165525,1028750,136419,552722,117991,813615,2788327,386128,621213,19523,365765,636912,142233,56395
"Friday, April 2, 2021",60823,516309,330756,843174,3573028,465336,313956,44807,95590,2071138,854518,29927,352262,181181,1251350,692492,302899,428655,445551,603008,414385,51189,759603,524204,490659,305703,104866,916174,103471,211239,85010,919081,192156,298651,1875107,1021730,437859,166014,1033406,136419,554037,118189,813615,2791602,386550,622736,19755,367116,637805,142663,56452
"Saturday, April 3, 2021",60823,516662,330972,844328,3577951,466906,313956,44932,96376,2077088,855276,30039,352813,181181,1254188,693544,302899,429238,445551,605298,415660,51470,768894,526267,490938,305992,105046,916174,103588,211239,85448,920702,192156,299440,1882953,1024018,437859,166014,1038750,138255,555278,118371,813615,2793291,386997,624259,19905,368403,638593,143106,56452
"Sunday, April 4, 2021",60918,516853,331057,844328,3577951,468127,313956,45037,96376,2081833,855924,30039,353245,181181,1256641,694482,302899,429238,445551,605298,417329,51765,768894,526267,490938,306089,105153,916174,103649,211239,85846,926024,192156,299700,1890420,1024018,437859,166014,1042682,138255,555278,118371,813615,2795002,386997,625509,20149,368403,639231,143456,56452
