statefips,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,state_abbrev,state_name
27,2020,6,1957,0.50238729,0.76286471,0.16923077,0.4303675,0.73500967,0.098646037,0.58035713,0.78373015,0.24404761,-0.41122061,-0.37390861,-0.44495171,866682,MN,MINNESOTA
28,2020,6,951,0.18669528,0.42274678,0.040772531,0.14971209,0.3934741,0.019193858,0.22916667,0.46212122,0.056818184,-0.09071438,-0.046351962,-0.13508035,496154,MS,MISSISSIPPI
29,2020,6,2214,0.28249887,0.50528252,0.076711074,0.24378882,0.49068323,0.05279503,0.31764707,0.51221722,0.10045249,-0.13867781,-0.11734334,-0.14164034,896883,MO,MISSOURI
30,2020,6,700,0.28617364,0.51286173,0.064308681,0.24752475,0.48184818,0.066006601,0.29859155,0.51549298,0.059154928,-0.14510508,-0.1296404,-0.1231506,141098,MT,MONTANA
31,2020,6,593,0.28082192,0.53595889,0.065068491,0.2254642,0.48275861,0.047745358,0.39591837,0.62040818,0.11020408,-0.21788745,-0.18075097,-0.27804312,243250,NE,NEBRASKA
32,2020,6,603,0.37248322,0.60234898,0.12080537,0.33602151,0.59946239,0.077956989,0.42801556,0.59922177,0.17898832,-0.27191415,-0.25969079,-0.28680238,441955,NV,NEVADA
33,2020,6,478,0.62447256,0.86497891,0.18987341,0.51948053,0.83116883,0.13311689,0.71914893,0.90212768,0.24255319,-0.51516163,-0.45859531,-0.56948346,185055,NH,NEW HAMPSHIRE
34,2020,6,2297,0.71781307,0.93562609,0.25661376,0.6583932,0.92684519,0.17831482,0.81974638,0.94927537,0.36141303,-0.59082454,-0.55680579,-0.64398837,1265077,NJ,NEW JERSEY
35,2020,6,718,0.32995659,0.58465993,0.099855281,0.25806451,0.53598017,0.07692308,0.43034056,0.65015477,0.14241487,-0.22910513,-0.19386482,-0.28403142,306585,NM,NEW MEXICO
36,2020,6,4401,0.72088218,0.91132551,0.263037,0.6617533,0.90845615,0.17882079,0.78764141,0.91731942,0.34986946,-0.5732978,-0.5437243,-0.60515124,2554604,NY,NEW YORK
37,2020,6,2537,0.64897466,0.86932045,0.23321271,0.59811193,0.862441,0.17869183,0.70491803,0.87213117,0.28770491,-0.53037149,-0.50607711,-0.55380648,1536473,NC,NORTH CAROLINA
38,2020,6,461,0.21225382,0.48358864,0.028446389,0.18819188,0.43542436,0.025830258,0.23622048,0.54724407,0.027559055,-0.18125288,-0.15268129,-0.19748165,108412,ND,NORTH DAKOTA
39,2020,6,3339,0.28445926,0.54347169,0.072705239,0.21720658,0.48858204,0.048858207,0.33477089,0.58975738,0.093261458,-0.21508278,-0.16397195,-0.25701606,1673774,OH,OHIO
40,2020,6,1682,0.19393939,0.41212121,0.048484847,0.1637931,0.38469827,0.030172413,0.21632251,0.42379549,0.05899705,-0.050564013,-0.048744403,-0.032952689,677639,OK,OKLAHOMA
41,2020,6,1189,0.61115807,0.86559594,0.18681319,0.51871657,0.842246,0.094919786,0.69726247,0.87439615,0.28019324,-0.52284217,-0.47356471,-0.56215376,560542,OR,OREGON
42,2020,6,2743,0.48497069,0.77162755,0.13599707,0.39451727,0.73003578,0.089392133,0.5775249,0.81792319,0.18634424,-0.42462412,-0.37224415,-0.48199323,1630235,PA,PENNSYLVANIA
44,2020,6,293,0.67235494,0.91467577,0.19795223,0.58791208,0.91208792,0.10989011,0.81666666,0.92500001,0.34166667,-0.56588036,-0.51784486,-0.64988399,138283,RI,RHODE ISLAND
45,2020,6,1192,0.39704606,0.67680275,0.089487404,0.30147058,0.60441178,0.052941177,0.50362319,0.76630437,0.13405797,-0.31501713,-0.24226533,-0.4090482,764917,SC,SOUTH CAROLINA
46,2020,6,585,0.22813688,0.45627376,0.058935363,0.17898832,0.43968871,0.015564202,0.26112759,0.47477746,0.083086051,-0.10150052,-0.096520342,-0.10551736,131304,SD,SOUTH DAKOTA
47,2020,6,1736,0.25321639,0.47894737,0.062573098,0.20869565,0.44057971,0.038647342,0.28661087,0.48953974,0.085774057,-0.14319591,-0.1041783,-0.14706834,1001836,TN,TENNESSEE
48,2020,6,8162,0.29338637,0.56464446,0.075708605,0.24343073,0.5276435,0.046668068,0.34790623,0.60258096,0.10850672,-0.24013036,-0.21375865,-0.26622918,5154014,TX,TEXAS
49,2020,6,931,0.17475729,0.41747573,0.036677454,0.14469454,0.39871383,0.028938906,0.21938775,0.45408162,0.05102041,-0.092002042,-0.078818001,-0.12039349,636113,UT,UTAH
50,2020,6,279,0.74358976,0.8974359,0.2014652,0.6708861,0.89240509,0.17721519,0.74757284,0.89320385,0.24271844,-0.57283002,-0.54515797,-0.56696403,77774,VT,VERMONT
51,2020,6,1858,0.55633801,0.80552548,0.1375948,0.49152541,0.78233719,0.074041031,0.64737552,0.83849257,0.23418574,-0.44261438,-0.40097737,-0.49946767,1250814,VA,VIRGINIA
53,2020,6,2114,0.61180425,0.87236083,0.17610365,0.52354348,0.84756583,0.10215483,0.70623744,0.8943662,0.26358148,-0.50767291,-0.46002671,-0.55805159,1064267,WA,WASHINGTON
54,2020,6,634,0.21900161,0.47665057,0.040257648,0.14432989,0.38659793,0.036082473,0.31045753,0.58496732,0.052287582,-0.13726814,-0.035128362,-0.25015968,256462,WV,WEST VIRGINIA
55,2020,6,2106,0.63941604,0.85693431,0.27493918,0.54619789,0.83401471,0.15617335,0.73822975,0.88323915,0.4039548,-0.52821046,-0.471513,-0.58929712,846764,WI,WISCONSIN
56,2020,6,326,0.25,0.50320512,0.032051284,0.2173913,0.49456522,0.027173912,0.30061349,0.50306749,0.036809817,-0.11896857,-0.11075006,-0.13746209,92920,WY,WYOMING
1,2020,7,1379,0.19855306,0.46784565,0.031350482,0.16850829,0.43922651,0.024861878,0.22191012,0.47050563,0.035112359,-0.1574924,-0.14149281,-0.15048654,762419,AL,ALABAMA
2,2020,7,378,0.27046263,0.50533807,0.092526689,0.22564103,0.44615385,0.07692308,0.32065219,0.56521738,0.10869565,-0.14033851,-0.080687672,-0.20236371,120329,AK,ALASKA
4,2020,7,1795,0.43058968,0.67260444,0.15786241,0.37615526,0.64510167,0.10813309,0.46584439,0.69449717,0.18595825,-0.33814788,-0.31793654,-0.35559773,1086142,AZ,ARIZONA
5,2020,7,1008,0.14543524,0.3535032,0.036093418,0.13078471,0.3219316,0.020120725,0.15520629,0.39096266,0.055009823,-0.030192392,-0.029079968,-0.033846509,471475,AR,ARKANSAS
6,2020,7,8782,0.4293671,0.69075948,0.15544304,0.34886044,0.64594162,0.094962016,0.51821643,0.73110384,0.23219141,-0.35116377,-0.29776075,-0.40316838,5780790,CA,CALIFORNIA
8,2020,7,1701,0.20849934,0.42895088,0.069721118,0.18421052,0.39583334,0.0625,0.24005134,0.46213093,0.080872916,-0.097467184,-0.079830825,-0.11170733,840350,CO,COLORADO
9,2020,7,1042,0.29193205,0.52016985,0.090233542,0.26486486,0.51351351,0.068468466,0.30555555,0.5,0.090277776,-0.16904581,-0.16257463,-0.15101452,497327,CT,CONNECTICUT
10,2020,7,202,0.26744187,0.57558137,0.069767445,0.29090908,0.58181816,0.063636363,0.29268292,0.597561,0.097560972,-0.2308771,-0.24052419,-0.25380525,129808,DE,DELAWARE
11,2020,7,190,0.51630437,0.82608694,0.25543478,0.47244096,0.83464569,0.21259843,0.556701,0.79381442,0.30927834,-0.47267449,-0.4644452,-0.4802146,75667,DC,DISTRICT OF COLUMBIA
12,2020,7,3742,0.38160348,0.64605343,0.12989435,0.34349594,0.62042683,0.10213415,0.42771083,0.66867471,0.16506024,-0.30253971,-0.27844903,-0.32304698,2759691,FL,FLORIDA
13,2020,7,2198,0.35249999,0.62550002,0.082000002,0.31212893,0.60390162,0.06446141,0.40561798,0.65280896,0.11235955,-0.28175998,-0.26132667,-0.31007475,1698188,GA,GEORGIA
15,2020,7,268,0.37837839,0.69189191,0.13513513,0.28682169,0.63565892,0.093023255,0.50632912,0.78481013,0.18987341,-0.36261368,-0.32539299,-0.42193773,171583,HI,HAWAII
16,2020,7,688,0.11472868,0.28372094,0.018604651,0.097368419,0.2736842,0.021052632,0.12747875,0.29461756,0.016997168,0.072578579,0.072469771,0.076700367,296073,ID,IDAHO
17,2020,7,3875,0.21703744,0.43570265,0.072164945,0.18781513,0.39537814,0.062184874,0.27845037,0.52009684,0.09733656,-0.12630825,-0.10095526,-0.18998638,1970597,IL,ILLINOIS
18,2020,7,1818,0.13198847,0.35100865,0.026512967,0.11263736,0.34249085,0.020146521,0.1607362,0.36073619,0.035582822,-0.01563248,-0.010134158,-0.027429817,1026672,IN,INDIANA
19,2020,7,1301,0.10968775,0.30984789,0.041633308,0.096820809,0.28323698,0.037572253,0.12333333,0.33833334,0.046666667,0.051438816,0.061266873,0.044609413,492474,IA,IOWA
20,2020,7,1307,0.10612245,0.28653061,0.031020408,0.097527474,0.28983516,0.026098901,0.11575563,0.27170417,0.036977492,0.094948642,0.05054193,0.17282701,484575,KS,KANSAS
21,2020,7,1353,0.27996844,0.56861198,0.068611987,0.21895862,0.51134849,0.060080107,0.35294119,0.62957072,0.081081077,-0.23401248,-0.17731003,-0.29084885,702421,KY,KENTUCKY
22,2020,7,1268,0.13066202,0.37020907,0.024390243,0.10363392,0.31897712,0.017496636,0.17214398,0.42723006,0.03599374,-0.052675247,0.0024557,-0.094782941,681404,LA,LOUISIANA
23,2020,7,551,0.31213874,0.52023119,0.096339114,0.20364742,0.41945288,0.054711245,0.43223444,0.61538464,0.13919415,-0.15213382,-0.059863873,-0.24780932,173535,ME,MAINE
24,2020,7,1355,0.34201956,0.62214983,0.097719871,0.3061564,0.58402663,0.078202993,0.41162792,0.71627909,0.11627907,-0.28410158,-0.24704099,-0.3600848,873285,MD,MARYLAND
25,2020,7,1684,0.3116622,0.54557639,0.099195711,0.26975763,0.52054793,0.07692308,0.3888889,0.6036036,0.13513513,-0.22028923,-0.18751001,-0.28605315,893145,MA,MASSACHUSETTS
26,2020,7,3175,0.20961733,0.43955299,0.056891296,0.15652174,0.37391305,0.037101448,0.27112463,0.5155015,0.079027355,-0.099884272,-0.047306713,-0.16198793,1460186,MI,MICHIGAN
27,2020,7,1936,0.2738232,0.51435131,0.10103329,0.23529412,0.48424369,0.079831935,0.32234043,0.54787236,0.1319149,-0.16620034,-0.14783488,-0.18377483,853775,MN,MINNESOTA
28,2020,7,937,0.16685584,0.42565265,0.036322363,0.1399177,0.37860084,0.026748972,0.17540322,0.44556451,0.040322579,-0.11689217,-0.071423374,-0.13472667,490585,MS,MISSISSIPPI
29,2020,7,2213,0.11265509,0.27642679,0.030272953,0.096856415,0.2684792,0.024638912,0.12739463,0.27490422,0.038314175,0.16383189,0.15778875,0.18119043,905241,MO,MISSOURI
30,2020,7,676,0.12591241,0.28832117,0.063868612,0.11111111,0.28315413,0.060931899,0.11726385,0.28664497,0.058631923,0.11439908,0.10586075,0.13263589,139313,MT,MONTANA
31,2020,7,582,0.096539162,0.27868852,0.020036429,0.070821531,0.25212464,0.011331445,0.15111111,0.32444444,0.035555556,0.071012147,0.082467221,0.054525878,241065,NE,NEBRASKA
32,2020,7,602,0.32844037,0.60000002,0.088073395,0.26530612,0.5714286,0.052478135,0.41125542,0.64069265,0.13419913,-0.26210409,-0.22630455,-0.31048739,441415,NV,NEVADA
33,2020,7,471,0.23462415,0.50113893,0.061503418,0.18021202,0.46643108,0.028268551,0.28125,0.53571427,0.084821425,-0.15051939,-0.10144722,-0.20457231,183473,NH,NEW HAMPSHIRE
34,2020,7,2275,0.29611883,0.60229993,0.06756109,0.24963924,0.57720059,0.046176046,0.36730769,0.66057694,0.091346152,-0.23763442,-0.21095356,-0.29732797,1263356,NJ,NEW JERSEY
35,2020,7,711,0.34185302,0.58306712,0.10543131,0.28729281,0.56353593,0.069060773,0.41095892,0.61986303,0.15410958,-0.24596147,-0.22167681,-0.28928471,300227,NM,NEW MEXICO
36,2020,7,4386,0.43515924,0.67592359,0.18292993,0.36426714,0.63183004,0.1461405,0.51990521,0.7298578,0.22132701,-0.34996173,-0.31057876,-0.40146047,2546732,NY,NEW YORK
37,2020,7,2479,0.36786655,0.59789288,0.12203687,0.30631971,0.53828996,0.092936806,0.43071491,0.66548985,0.15180935,-0.26930735,-0.21825317,-0.32217559,1502902,NC,NORTH CAROLINA
38,2020,7,463,0.082959644,0.27130044,0.013452915,0.074906364,0.26966292,0.018726591,0.10655738,0.29918033,0.016393442,0.06639418,0.085587069,0.045713138,108837,ND,NORTH DAKOTA
39,2020,7,3315,0.17229953,0.38502321,0.043406229,0.15183246,0.36242002,0.036067482,0.19812974,0.41437757,0.053769726,-0.062728733,-0.042025335,-0.088977225,1655540,OH,OHIO
40,2020,7,1680,0.081699349,0.23267974,0.01764706,0.076388888,0.22685185,0.012731481,0.081109926,0.22305229,0.020277482,0.12581517,0.10713857,0.16730429,672540,OK,OKLAHOMA
41,2020,7,1177,0.23523898,0.502343,0.059981257,0.19011976,0.45359281,0.037425149,0.27402136,0.54092526,0.078291818,-0.17713879,-0.14325227,-0.18484238,556649,OR,OREGON
42,2020,7,2736,0.20678246,0.47725394,0.052936312,0.20189703,0.46680218,0.048102982,0.22309504,0.51374704,0.064414769,-0.14436167,-0.12523635,-0.18787807,1627504,PA,PENNSYLVANIA
44,2020,7,296,0.25373134,0.54850745,0.074626863,0.20359281,0.4790419,0.053892214,0.30909091,0.65454543,0.1,-0.19514868,-0.15220405,-0.25747496,141578,RI,RHODE ISLAND
45,2020,7,1153,0.29897958,0.55204082,0.08367347,0.20499109,0.44028521,0.046345811,0.39876032,0.66942149,0.11983471,-0.22114827,-0.10943841,-0.33319148,742191,SC,SOUTH CAROLINA
46,2020,7,575,0.14084508,0.28370222,0.046277665,0.10743801,0.26859504,0.037190083,0.1598746,0.28840125,0.047021944,0.11550853,0.13536458,0.1214169,128810,SD,SOUTH DAKOTA
47,2020,7,1726,0.19747634,0.44416404,0.049211357,0.16235781,0.39607033,0.033092037,0.21857305,0.46659118,0.063420162,-0.1404603,-0.096445724,-0.13858676,997880,TN,TENNESSEE
48,2020,7,8123,0.23190875,0.46617725,0.067121133,0.1791676,0.42043179,0.043178279,0.29408529,0.51746905,0.095185697,-0.14310886,-0.10991433,-0.17573501,5146605,TX,TEXAS
49,2020,7,932,0.12589073,0.35748219,0.026128266,0.12966253,0.35523978,0.021314388,0.13128492,0.35474861,0.033519555,-0.008273155,-0.023786016,0.008114798,638230,UT,UTAH
50,2020,7,274,0.34108528,0.55038762,0.14341085,0.33108109,0.5472973,0.14864865,0.35353535,0.55555558,0.15151516,-0.22396144,-0.21613814,-0.26448748,76915,VT,VERMONT
51,2020,7,1817,0.3125855,0.56703144,0.082079343,0.24137931,0.50689656,0.058620691,0.39116719,0.63406938,0.11198738,-0.23156494,-0.17321137,-0.29101664,1220632,VA,VIRGINIA
53,2020,7,2101,0.27765363,0.50837988,0.088268153,0.19682837,0.4347015,0.050373133,0.37629458,0.59838897,0.13578826,-0.18860929,-0.12344028,-0.26398203,1060953,WA,WASHINGTON
54,2020,7,624,0.12811388,0.34163702,0.026690392,0.12463768,0.3594203,0.023188407,0.13240418,0.33797911,0.024390243,0.015306451,0.002846088,0.023426162,253075,WV,WEST VIRGINIA
55,2020,7,2116,0.27949366,0.52506328,0.092151895,0.23070326,0.49056605,0.067753002,0.34341463,0.5707317,0.12097561,-0.18341307,-0.14424889,-0.2356956,845407,WI,WISCONSIN
56,2020,7,320,0.11267605,0.2359155,0.038732395,0.10650887,0.19526628,0.023668639,0.13103448,0.31034482,0.055172414,0.11957384,0.12278969,0.089835823,92733,WY,WYOMING
1,2020,8,1377,0.20193081,0.53097343,0.021721641,0.19751382,0.56491715,0.01519337,0.2,0.49219859,0.025531914,-0.22993267,-0.2481098,-0.20264238,761035,AL,ALABAMA
2,2020,8,385,0.36190477,0.6793651,0.092063494,0.3080357,0.6651786,0.066964284,0.42156863,0.69117647,0.12254902,-0.28772229,-0.26553756,-0.29251677,120300,AK,ALASKA
4,2020,8,1803,0.6161738,0.82377791,0.2178636,0.59543377,0.84292239,0.1607306,0.63035381,0.80819368,0.26722533,-0.47418585,-0.47425991,-0.4806309,1086086,AZ,ARIZONA
5,2020,8,998,0.12059765,0.45464247,0.042689435,0.11952192,0.46215141,0.037848607,0.12127236,0.44333997,0.043737575,-0.16430864,-0.17361206,-0.14845091,461545,AR,ARKANSAS
6,2020,8,8879,0.6665836,0.8857463,0.21604784,0.60735351,0.87613058,0.13330711,0.71775699,0.88037384,0.31962618,-0.53276134,-0.4981662,-0.55932993,5811662,CA,CALIFORNIA
8,2020,8,1736,0.36859182,0.69175857,0.10317975,0.2994709,0.65396827,0.081481479,0.4431673,0.72158366,0.12515964,-0.33401597,-0.30085799,-0.35138622,857570,CO,COLORADO
9,2020,8,1063,0.35497382,0.6303665,0.086910993,0.28218696,0.58553791,0.05467372,0.42068964,0.70804596,0.10804598,-0.27873272,-0.22626424,-0.35020211,502134,CT,CONNECTICUT
10,2020,8,203,0.50867051,0.76878613,0.13294798,0.44144145,0.72072071,0.10810811,0.69135803,0.86419755,0.18518518,-0.40900663,-0.35621294,-0.52819264,129224,DE,DELAWARE
11,2020,8,185,0.65934068,0.86813188,0.24725275,0.63779527,0.88188976,0.18897638,0.7096774,0.88172042,0.33333334,-0.51608455,-0.4904595,-0.57233578,72392,DC,DISTRICT OF COLUMBIA
12,2020,8,3772,0.49327755,0.7932477,0.13654019,0.43617022,0.77853,0.092843324,0.5670163,0.80594409,0.19638695,-0.42118394,-0.39964378,-0.44211394,2790064,FL,FLORIDA
13,2020,8,2203,0.37543339,0.71916789,0.081228331,0.2992456,0.6781224,0.03939648,0.47816348,0.77267635,0.13773796,-0.37833822,-0.33683458,-0.43248758,1697524,GA,GEORGIA
15,2020,8,265,0.63586956,0.86956519,0.23913044,0.58461541,0.85384613,0.18461539,0.69230771,0.88461536,0.32051283,-0.52901113,-0.49373668,-0.58995509,166527,HI,HAWAII
16,2020,8,689,0.20731707,0.46341464,0.038109757,0.1923077,0.45384616,0.033333335,0.22005571,0.45961002,0.047353759,-0.17334042,-0.17331377,-0.16025254,297228,ID,IDAHO
17,2020,8,3904,0.32007524,0.63880676,0.093523249,0.24926931,0.56993735,0.066388309,0.40153697,0.70317,0.13400577,-0.31228682,-0.26370838,-0.35858777,1984252,IL,ILLINOIS
18,2020,8,1820,0.10650547,0.37075418,0.021876799,0.1040724,0.37828055,0.018099548,0.12669127,0.36408365,0.031980321,-0.12305589,-0.1227661,-0.12325624,1026652,IN,INDIANA
19,2020,8,1313,0.14387351,0.36600789,0.038735177,0.1091954,0.3505747,0.022988506,0.18151815,0.37623763,0.05610561,-0.084275857,-0.072547138,-0.092021786,493158,IA,IOWA
20,2020,8,1306,0.23630416,0.49386755,0.047424365,0.22361112,0.51666665,0.037500001,0.23397435,0.43910256,0.05448718,-0.17886688,-0.17521739,-0.15440914,485197,KS,KANSAS
21,2020,8,1355,0.45653877,0.78230226,0.10336727,0.37221494,0.74705112,0.090432502,0.56031746,0.82222223,0.12698413,-0.41330639,-0.37819886,-0.45302421,704285,KY,KENTUCKY
22,2020,8,1275,0.33735979,0.67385679,0.075064711,0.28628495,0.63115847,0.042609852,0.38759691,0.72558141,0.10542636,-0.33854559,-0.29945698,-0.37396443,684632,LA,LOUISIANA
23,2020,8,558,0.35238096,0.58285713,0.087619051,0.26627219,0.5029586,0.041420117,0.44322345,0.66666669,0.13186814,-0.25134793,-0.16406772,-0.34054762,176470,ME,MAINE
24,2020,8,1360,0.44444445,0.74649405,0.088457391,0.36694214,0.70413226,0.052892562,0.55787039,0.8125,0.13425925,-0.37995055,-0.33748406,-0.43918383,874683,MD,MARYLAND
25,2020,8,1707,0.43807641,0.70882738,0.14295125,0.33437175,0.64382142,0.094496362,0.59351987,0.8114875,0.22238587,-0.36607048,-0.29558897,-0.47530225,909109,MA,MASSACHUSETTS
26,2020,8,3191,0.28985506,0.59420288,0.058982138,0.19953597,0.50116009,0.030162413,0.38586956,0.68780196,0.088164248,-0.25544149,-0.17917289,-0.32622713,1465827,MI,MICHIGAN
27,2020,8,1938,0.35673517,0.60730594,0.1130137,0.28016788,0.55089194,0.079748161,0.42645502,0.65608466,0.14814815,-0.25096416,-0.20180447,-0.2872296,852064,MN,MINNESOTA
28,2020,8,936,0.25875705,0.63389832,0.057627119,0.19222903,0.54192227,0.034764826,0.308,0.704,0.075999998,-0.28993213,-0.22784041,-0.3383531,492614,MS,MISSISSIPPI
29,2020,8,2194,0.17720258,0.46839222,0.042309608,0.16751269,0.48307952,0.029610829,0.17971015,0.43091789,0.053140096,-0.13427469,-0.14962721,-0.10089982,891049,MO,MISSOURI
30,2020,8,687,0.14762741,0.36555362,0.070298769,0.10600707,0.36749116,0.042402826,0.163142,0.33836859,0.084592149,0.01067203,0.047824379,0.017855724,139420,MT,MONTANA
31,2020,8,587,0.099277981,0.40072203,0.019855596,0.090140842,0.40000001,0.016901409,0.12608695,0.40434784,0.039130434,-0.083914623,-0.09447474,-0.064753458,243195,NE,NEBRASKA
32,2020,8,613,0.60251796,0.81834531,0.18345323,0.54415953,0.80911678,0.1025641,0.66666669,0.80590719,0.28691983,-0.4528482,-0.42505878,-0.47018743,445786,NV,NEVADA
33,2020,8,481,0.35267857,0.62053573,0.087053575,0.23972602,0.53424656,0.034246575,0.46902654,0.68584073,0.13274336,-0.28376329,-0.20065524,-0.35714301,184072,NH,NEW HAMPSHIRE
34,2020,8,2294,0.29021481,0.59665871,0.077326968,0.19668588,0.51512969,0.044668589,0.41035473,0.71524447,0.11697028,-0.25817928,-0.18785979,-0.36085376,1267838,NJ,NEW JERSEY
35,2020,8,727,0.51338583,0.792126,0.15905511,0.41734418,0.75067753,0.08130081,0.61168385,0.82474226,0.25773194,-0.42620403,-0.36949664,-0.47542784,307207,NM,NEW MEXICO
36,2020,8,4380,0.41711366,0.67484033,0.16449553,0.31739131,0.6052174,0.11956522,0.52521408,0.75356805,0.21265462,-0.32974005,-0.27048567,-0.39919111,2546623,NY,NEW YORK
37,2020,8,2493,0.4553377,0.75206971,0.12156863,0.34266764,0.67575532,0.071481206,0.56754386,0.83070177,0.16929825,-0.40103233,-0.32978007,-0.47142142,1512283,NC,NORTH CAROLINA
38,2020,8,463,0.085585587,0.32207206,0.009009009,0.080152668,0.31679389,0.007633588,0.089795917,0.30204082,0.012244898,0.008545944,-0.026069785,0.083249241,107584,ND,NORTH DAKOTA
39,2020,8,3323,0.26649076,0.5903694,0.05343008,0.2573913,0.57449275,0.041159421,0.29435718,0.62012798,0.07155323,-0.25620431,-0.24564664,-0.27650052,1663104,OH,OHIO
40,2020,8,1670,0.13233377,0.37418514,0.024119947,0.1127907,0.40232557,0.013953488,0.13502109,0.31540084,0.032700423,-0.063742161,-0.086940117,-0.012533879,672396,OK,OKLAHOMA
41,2020,8,1190,0.45933455,0.71996301,0.13123845,0.34649122,0.6520468,0.061403509,0.54465848,0.76182139,0.20140105,-0.38084123,-0.30389208,-0.43170935,559264,OR,OREGON
42,2020,8,2744,0.36049384,0.69547325,0.072016463,0.30311233,0.64749664,0.047361299,0.43226311,0.74706346,0.1064996,-0.33731726,-0.29501921,-0.38631639,1628069,PA,PENNSYLVANIA
44,2020,8,295,0.42910448,0.72761196,0.16044776,0.34337351,0.67469877,0.066265061,0.54954952,0.81981981,0.2882883,-0.39518878,-0.34302127,-0.47506073,141505,RI,RHODE ISLAND
45,2020,8,1157,0.4279919,0.75152129,0.09837728,0.33982301,0.67787611,0.069026552,0.52156055,0.81930184,0.12525667,-0.39186296,-0.32373735,-0.45130074,744015,SC,SOUTH CAROLINA
46,2020,8,581,0.12475248,0.28118813,0.04158416,0.093877554,0.25306123,0.03265306,0.14153846,0.2923077,0.043076921,0.091922477,0.072821379,0.12857781,130372,SD,SOUTH DAKOTA
47,2020,8,1727,0.24515322,0.54534084,0.071294561,0.18602261,0.48509765,0.039054472,0.27883539,0.55207169,0.094064951,-0.25467294,-0.20610774,-0.26085904,997477,TN,TENNESSEE
48,2020,8,8150,0.40344918,0.68826759,0.10334466,0.35314995,0.6903283,0.063220941,0.45315069,0.66712326,0.14958905,-0.34260824,-0.32923779,-0.33886525,5151150,TX,TEXAS
49,2020,8,935,0.13309777,0.4746761,0.023557127,0.12784588,0.47985989,0.017513135,0.13407822,0.46368715,0.033519555,-0.18253538,-0.18383475,-0.17490281,638664,UT,UTAH
50,2020,8,278,0.46332046,0.72200775,0.13899614,0.397351,0.66887414,0.12582782,0.57731956,0.78350514,0.18556701,-0.37107927,-0.33702046,-0.43140206,75542,VT,VERMONT
51,2020,8,1826,0.51964772,0.79471546,0.13617887,0.39362913,0.73037541,0.081911266,0.68621236,0.88272583,0.20126782,-0.43685687,-0.36376321,-0.53117239,1233350,VA,VIRGINIA
53,2020,8,2105,0.42634797,0.72373539,0.11617565,0.32372093,0.67906976,0.056744184,0.53530753,0.76993167,0.18223235,-0.35237113,-0.29208055,-0.408712,1057054,WA,WASHINGTON
54,2020,8,626,0.38624337,0.7248677,0.052910052,0.3381089,0.67908311,0.042979944,0.4425087,0.75261325,0.062717773,-0.33090785,-0.29380336,-0.35752019,254602,WV,WEST VIRGINIA
55,2020,8,2123,0.31676707,0.60090363,0.082329318,0.21832192,0.50085616,0.044520549,0.43490839,0.707811,0.12343298,-0.25144294,-0.16875282,-0.33818859,850362,WI,WISCONSIN
56,2020,8,329,0.079584777,0.29411766,0.017301038,0.06936416,0.24855492,0.005780347,0.076388888,0.33333334,0.027777778,-0.000182997,0.029243015,-0.016539853,94528,WY,WYOMING
1,2020,9,1379,0.17363344,0.48874599,0.038585208,0.17842324,0.51313972,0.031811897,0.16784203,0.44569817,0.047954865,-0.21101747,-0.22523762,-0.17412204,762584,AL,ALABAMA
2,2020,9,383,0.39116719,0.66561514,0.097791798,0.36036035,0.65765768,0.1036036,0.39613527,0.60869563,0.096618354,-0.27751809,-0.26047859,-0.22293946,119861,AK,ALASKA
4,2020,9,1811,0.57888424,0.80683863,0.22375526,0.55646628,0.82695812,0.16666667,0.61147088,0.79740983,0.27567068,-0.46509832,-0.45949244,-0.47609329,1095180,AZ,ARIZONA
5,2020,9,1002,0.1373802,0.43343982,0.031948883,0.15212981,0.47464502,0.03245436,0.12156863,0.39411765,0.033333335,-0.14486255,-0.16679025,-0.12306319,466054,AR,ARKANSAS
6,2020,9,8876,0.78705662,0.91200995,0.37473553,0.75443089,0.9060654,0.24379677,0.8196547,0.90969455,0.53519255,-0.61352581,-0.5705409,-0.65838182,5797177,CA,CALIFORNIA
8,2020,9,1741,0.43886745,0.73230374,0.13384813,0.33368531,0.67898625,0.099260822,0.55583435,0.79046422,0.16813049,-0.36579219,-0.31208482,-0.41932791,856134,CO,COLORADO
9,2020,9,1064,0.33437499,0.72604167,0.070833333,0.2857143,0.67724866,0.05467372,0.40322581,0.82258064,0.080645159,-0.32422096,-0.29776624,-0.38397256,499857,CT,CONNECTICUT
10,2020,9,206,0.45086706,0.75144511,0.10404624,0.32727271,0.67272729,0.07272727,0.67073172,0.85365856,0.17073171,-0.42550501,-0.3640376,-0.53489774,131943,DE,DELAWARE
11,2020,9,185,0.81767958,0.88950276,0.38674033,0.77419353,0.87903225,0.33064517,0.86458331,0.91666669,0.51041669,-0.59296125,-0.55750102,-0.66314381,72627,DC,DISTRICT OF COLUMBIA
12,2020,9,3782,0.42968282,0.72142428,0.1493118,0.40048543,0.71796119,0.11262136,0.47429907,0.73072428,0.20151868,-0.37227479,-0.36732769,-0.38568118,2795837,FL,FLORIDA
