statefips,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,state_abbrev,state_name
54,2020,11,639,0.20811288,0.57319224,0.029982364,0.16571428,0.49714285,0.025714286,0.26132405,0.67944252,0.034843206,-0.20565367,-0.14252965,-0.29540655,257642,WV,WEST VIRGINIA
55,2020,11,2131,0.46196195,0.76476479,0.15565565,0.41411564,0.74744898,0.10459184,0.5192678,0.78516376,0.21194606,-0.3939113,-0.36200899,-0.42901257,854153,WI,WISCONSIN
56,2020,11,326,0.15986395,0.48639455,0.037414964,0.11111111,0.43274853,0.023391813,0.22222222,0.54248369,0.05882353,-0.15312269,-0.11168552,-0.20973755,93575,WY,WYOMING
1,2020,12,1387,0.24659728,0.64451563,0.045636509,0.2406639,0.64453667,0.038727526,0.2464986,0.62464988,0.056022409,-0.29525828,-0.30152002,-0.27907923,768843,AL,ALABAMA
2,2020,12,349,0.65979379,0.79725087,0.3298969,0.64676619,0.82089549,0.27860695,0.60655737,0.73224044,0.3442623,-0.50558186,-0.49652541,-0.45679832,116046,AK,ALASKA
4,2020,12,1794,0.59538275,0.82806802,0.24422844,0.57090575,0.83897531,0.19579139,0.62664163,0.83020639,0.29080674,-0.47827065,-0.47589722,-0.48944077,1086409,AZ,ARIZONA
5,2020,12,998,0.20021413,0.56531048,0.052462526,0.19839679,0.58717436,0.052104209,0.2,0.53600001,0.048,-0.23017937,-0.24350445,-0.21441938,462743,AR,ARKANSAS
6,2020,12,8800,0.79229313,0.91042322,0.41111812,0.76230323,0.90555888,0.30284917,0.81219512,0.90813011,0.54037941,-0.62204868,-0.58288598,-0.66051185,5755636,CA,CALIFORNIA
8,2020,12,1701,0.71513551,0.87442166,0.36021149,0.66666669,0.85930735,0.24891774,0.75968993,0.88372093,0.49483204,-0.56511563,-0.5144605,-0.61532164,847399,CO,COLORADO
9,2020,12,1063,0.63731658,0.8375262,0.21907757,0.56283188,0.81061947,0.12566371,0.7686916,0.89719623,0.33411214,-0.4858489,-0.43665582,-0.58566487,504139,CT,CONNECTICUT
10,2020,12,202,0.65680474,0.87573963,0.24852072,0.57407409,0.85185188,0.1574074,0.79012346,0.90123457,0.4074074,-0.55762106,-0.50629878,-0.63917214,129281,DE,DELAWARE
11,2020,12,181,0.77653629,0.89385474,0.34078214,0.74358976,0.88034189,0.24786325,0.82999998,0.91000003,0.43000001,-0.58294654,-0.55695415,-0.62844348,72995,DC,DISTRICT OF COLUMBIA
12,2020,12,3779,0.37432352,0.72669876,0.092303067,0.35452324,0.72909534,0.06845966,0.40244612,0.7192778,0.12114152,-0.34865314,-0.34712783,-0.34451213,2800950,FL,FLORIDA
13,2020,12,2205,0.36359128,0.72073412,0.097222224,0.34453782,0.73361343,0.078151263,0.3877095,0.69832402,0.12290503,-0.36499882,-0.36615291,-0.35834455,1701250,GA,GEORGIA
15,2020,12,286,0.75274724,0.90109891,0.37912089,0.6953125,0.8671875,0.2734375,0.84415585,0.96103895,0.53246754,-0.60234696,-0.5454284,-0.70236039,180977,HI,HAWAII
16,2020,12,689,0.39570552,0.73006135,0.10276074,0.38759691,0.70542634,0.069767445,0.39488637,0.73295456,0.12784091,-0.35736933,-0.3293654,-0.37547314,296721,ID,IDAHO
17,2020,12,3887,0.71513838,0.8901248,0.33912098,0.6387015,0.86720067,0.22639123,0.80029082,0.92098886,0.45564711,-0.58500743,-0.52453113,-0.65246934,1971611,IL,ILLINOIS
18,2020,12,1819,0.36923963,0.71543777,0.067972347,0.33910665,0.69644487,0.057429355,0.40590405,0.7306273,0.089790896,-0.35075375,-0.33232522,-0.37212694,1026195,IN,INDIANA
19,2020,12,1307,0.30559999,0.64240003,0.0704,0.29522431,0.61505067,0.04486252,0.315,0.67166668,0.094999999,-0.28124288,-0.26992542,-0.29262957,495199,IA,IOWA
20,2020,12,1305,0.32977849,0.64725184,0.069729283,0.27019498,0.59331477,0.040389974,0.38102895,0.6977492,0.10289389,-0.30022466,-0.25710377,-0.33913317,482310,KS,KANSAS
21,2020,12,1349,0.77020603,0.90887481,0.34786054,0.71967655,0.90431267,0.21293801,0.83147854,0.91414946,0.49284577,-0.60113662,-0.55485946,-0.65299231,698810,KY,KENTUCKY
22,2020,12,1273,0.15784909,0.50823939,0.022549869,0.14913449,0.4900133,0.021304926,0.18876755,0.54290169,0.023400936,-0.20363538,-0.20153354,-0.21971086,680411,LA,LOUISIANA
23,2020,12,557,0.64571428,0.85523808,0.18095239,0.56626505,0.82530123,0.15060242,0.75812274,0.92418772,0.24548736,-0.49400589,-0.44545278,-0.57640332,174924,ME,MAINE
24,2020,12,1365,0.84690553,0.93376762,0.50488597,0.79568106,0.91196012,0.34385383,0.90209788,0.94871795,0.68065268,-0.67236733,-0.60314184,-0.73939019,882692,MD,MARYLAND
25,2020,12,1715,0.7136274,0.89664251,0.28176433,0.65203762,0.87460816,0.22570533,0.80819911,0.9282577,0.3704246,-0.56951493,-0.5324955,-0.62714946,915012,MA,MASSACHUSETTS
26,2020,12,3159,0.74260455,0.89153349,0.41108465,0.66239816,0.87077999,0.24272409,0.81991392,0.90534729,0.57836509,-0.60511565,-0.53134483,-0.6712963,1451363,MI,MICHIGAN
27,2020,12,1919,0.73973393,0.86119145,0.4158473,0.6977492,0.85959274,0.28831726,0.75427353,0.83974361,0.52136755,-0.56042743,-0.5223363,-0.56857711,847067,MN,MINNESOTA
28,2020,12,953,0.22435175,0.56820744,0.073280722,0.17291667,0.53125,0.041666668,0.26824456,0.60749507,0.10848127,-0.25631586,-0.2157505,-0.29274735,501317,MS,MISSISSIPPI
29,2020,12,2199,0.24975075,0.52542371,0.065802589,0.24053827,0.54415476,0.047098402,0.25560975,0.49853659,0.087804876,-0.19142948,-0.20333999,-0.17870091,894698,MO,MISSOURI
30,2020,12,676,0.43661973,0.65845072,0.16549295,0.41052631,0.64210528,0.12280702,0.43558282,0.65030676,0.18711656,-0.30016312,-0.26649058,-0.3015933,140846,MT,MONTANA
31,2020,12,585,0.22061484,0.55515373,0.045207955,0.19327731,0.55182076,0.033613447,0.27192983,0.55701756,0.070175439,-0.21402387,-0.20043801,-0.23332095,243576,NE,NEBRASKA
32,2020,12,592,0.693609,0.87406015,0.37969926,0.62611276,0.8486647,0.26112759,0.75663716,0.89380533,0.52654868,-0.57642245,-0.51511395,-0.63074535,431785,NV,NEVADA
33,2020,12,469,0.61047834,0.88382685,0.21640091,0.52901024,0.86348122,0.14675768,0.69724768,0.90825689,0.32568806,-0.53565896,-0.49243528,-0.59115654,180332,NH,NEW HAMPSHIRE
34,2020,12,2309,0.79033029,0.92292964,0.36333174,0.73985505,0.91231883,0.25072464,0.87142855,0.94285715,0.51428574,-0.62227392,-0.58098602,-0.68830031,1277053,NJ,NEW JERSEY
35,2020,12,698,0.76960784,0.88562089,0.43137255,0.7075209,0.8523677,0.28690809,0.82795697,0.91756272,0.60215056,-0.60781235,-0.53038448,-0.69281399,296923,NM,NEW MEXICO
36,2020,12,4391,0.71600205,0.88343561,0.32285276,0.63938731,0.86695844,0.21969366,0.80037934,0.90137506,0.42437175,-0.56248349,-0.51352543,-0.61354166,2554902,NY,NEW YORK
37,2020,12,2483,0.60255283,0.85959506,0.20114437,0.51596141,0.82182628,0.13511507,0.70124114,0.90425533,0.27659574,-0.50396919,-0.44851854,-0.56781095,1513125,NC,NORTH CAROLINA
38,2020,12,467,0.28893906,0.6094808,0.049661398,0.28735632,0.6130268,0.045977011,0.30204082,0.59591836,0.06530612,-0.25290275,-0.26677334,-0.23713885,108362,ND,NORTH DAKOTA
39,2020,12,3311,0.48849615,0.7782594,0.15838613,0.47711268,0.77288735,0.12793428,0.50559813,0.79080731,0.19563936,-0.41514081,-0.40426928,-0.43197897,1652559,OH,OHIO
40,2020,12,1669,0.31833223,0.62078094,0.088682994,0.29634002,0.6280992,0.067296341,0.32368702,0.5937835,0.10610932,-0.26034299,-0.26448971,-0.23143798,667042,OK,OKLAHOMA
41,2020,12,1186,0.76772386,0.91791046,0.41417912,0.69985139,0.90490341,0.23922734,0.81802118,0.91872793,0.58833921,-0.62816417,-0.55514234,-0.68686581,556859,OR,OREGON
42,2020,12,2725,0.74636173,0.9051975,0.3097713,0.67372012,0.88191128,0.21706484,0.83042789,0.92789221,0.41759112,-0.58558124,-0.52993417,-0.64820027,1613857,PA,PENNSYLVANIA
44,2020,12,294,0.65789473,0.87593985,0.24060151,0.56024098,0.8493976,0.13855422,0.83333331,0.92592591,0.4074074,-0.53526598,-0.48221761,-0.63163775,140906,RI,RHODE ISLAND
45,2020,12,1155,0.32755101,0.76122451,0.06530612,0.2798574,0.7201426,0.053475935,0.38650307,0.79550099,0.079754598,-0.36307168,-0.32560188,-0.39400849,745073,SC,SOUTH CAROLINA
46,2020,12,586,0.21330725,0.46183953,0.076320939,0.20325203,0.5,0.044715445,0.21580547,0.44072947,0.10030395,-0.093752608,-0.12567271,-0.062204514,131340,SD,SOUTH DAKOTA
47,2020,12,1737,0.37476578,0.74328542,0.11867583,0.348407,0.72661871,0.073997945,0.38795987,0.73355627,0.15384616,-0.37876928,-0.35460415,-0.37833658,1002768,TN,TENNESSEE
48,2020,12,8171,0.3740328,0.71619672,0.089836068,0.3525598,0.74401969,0.065727696,0.39239815,0.6691277,0.11812961,-0.33654702,-0.34589186,-0.3118875,5163448,TX,TEXAS
49,2020,12,936,0.27283511,0.69750887,0.046263345,0.24558304,0.67491168,0.044169612,0.32212886,0.73949581,0.056022409,-0.31756774,-0.29654914,-0.36134624,638662,UT,UTAH
50,2020,12,270,0.60799998,0.83999997,0.156,0.55633801,0.81690139,0.14788732,0.69148934,0.89361703,0.20212767,-0.49077573,-0.46876106,-0.54178101,73921,VT,VERMONT
51,2020,12,1842,0.70054573,0.89358801,0.260573,0.58850574,0.86321837,0.14252874,0.85759491,0.9398734,0.41772151,-0.55776906,-0.49037775,-0.65515262,1241204,VA,VIRGINIA
53,2020,12,2109,0.76134455,0.90532213,0.37030813,0.69634491,0.89503282,0.19119026,0.83391404,0.91289198,0.57723576,-0.59747946,-0.53291219,-0.666623,1059980,WA,WASHINGTON
54,2020,12,630,0.65840709,0.8300885,0.27256638,0.55142856,0.78857142,0.14857143,0.78947371,0.87719297,0.42105263,-0.50876766,-0.44383281,-0.59266633,254655,WV,WEST VIRGINIA
55,2020,12,2130,0.50300902,0.77532595,0.18154463,0.4798629,0.76863754,0.12767781,0.54247105,0.78088802,0.24517375,-0.41428316,-0.40125215,-0.43017459,855130,WI,WISCONSIN
56,2020,12,321,0.23103449,0.52758622,0.048275862,0.21428572,0.5,0.023809524,0.23999999,0.51999998,0.07333333,-0.18115835,-0.16245069,-0.20423757,94031,WY,WYOMING
1,2021,1,1388,0.12580645,0.30725807,0.025,0.12724759,0.31673583,0.024896266,0.13390313,0.29487181,0.027065527,-0.009909989,-0.024185769,0.00783934,767221,AL,ALABAMA
2,2021,1,394,0.52233678,0.77319586,0.23024055,0.5147059,0.78431374,0.19607843,0.54098362,0.75409836,0.30054644,-0.43163323,-0.42687666,-0.43085188,121774,AK,ALASKA
4,2021,1,1861,0.53656918,0.77992022,0.24069148,0.502994,0.7814371,0.20658682,0.57466531,0.78578782,0.28939238,-0.4468635,-0.44125706,-0.46107695,1104766,AZ,ARIZONA
5,2021,1,1005,0.09456522,0.26413044,0.030434782,0.098562628,0.25256673,0.04106776,0.092555329,0.2857143,0.024144869,0.038888145,0.02594305,0.046805695,468028,AR,ARKANSAS
6,2021,1,9018,0.75654554,0.88836783,0.40823239,0.71113884,0.87302577,0.29364091,0.80242825,0.90093821,0.54552978,-0.60457766,-0.55628914,-0.65826869,5849536,CA,CALIFORNIA
8,2021,1,1803,0.46227708,0.75171471,0.1399177,0.36332574,0.71412301,0.11503417,0.57978725,0.79255319,0.16622341,-0.39238656,-0.34970787,-0.43376502,879388,CO,COLORADO
9,2021,1,1077,0.55483872,0.81075269,0.16021505,0.48648649,0.772973,0.12792793,0.67464113,0.86602873,0.20813397,-0.44443831,-0.40485185,-0.50844282,510526,CT,CONNECTICUT
10,2021,1,203,0.49390244,0.76829267,0.10365853,0.36633664,0.71287131,0.099009901,0.74390244,0.89024389,0.18292683,-0.42135188,-0.38270545,-0.53538042,130685,DE,DELAWARE
11,2021,1,194,0.95375723,0.97109824,0.69942194,0.9579832,0.97478992,0.69747901,0.96703297,0.97802198,0.75824177,-0.76758152,-0.76833153,-0.79471332,76112,DC,DISTRICT OF COLUMBIA
12,2021,1,3843,0.33108523,0.63795215,0.085530348,0.31141007,0.64823121,0.064275034,0.35701492,0.62208956,0.11462686,-0.29260585,-0.29696196,-0.28388605,2829282,FL,FLORIDA
13,2021,1,2238,0.29164582,0.51175588,0.087043524,0.26020408,0.50595236,0.054421768,0.338945,0.52749717,0.1335578,-0.19871561,-0.19233923,-0.21149936,1707057,GA,GEORGIA
15,2021,1,268,0.60220993,0.80662984,0.23204421,0.55118108,0.76377952,0.20472442,0.69230771,0.85897434,0.29487181,-0.48087817,-0.43443412,-0.58225721,175190,HI,HAWAII
16,2021,1,691,0.18335901,0.4761171,0.044684131,0.16623376,0.47792208,0.038961038,0.2,0.46000001,0.045714285,-0.14978923,-0.13606445,-0.12644696,299233,ID,IDAHO
17,2021,1,3902,0.47916099,0.73358756,0.15527104,0.40152156,0.67202032,0.11749788,0.60009718,0.82021379,0.22254616,-0.38650218,-0.326065,-0.4794378,1973484,IL,ILLINOIS
18,2021,1,1825,0.12521739,0.35072464,0.024927536,0.13027523,0.37614679,0.024770642,0.12826899,0.31382316,0.028642591,-0.023266288,-0.031459492,-0.001923608,1030227,IN,INDIANA
19,2021,1,1306,0.11182623,0.25824618,0.030571198,0.096011817,0.25553915,0.017725259,0.12624584,0.25747508,0.043189369,0.11572483,0.12128627,0.11493213,494317,IA,IOWA
20,2021,1,1312,0.16608997,0.4100346,0.027681662,0.16109422,0.3905775,0.021276595,0.17045455,0.42694804,0.037337661,-0.071789749,-0.049956597,-0.092238672,485312,KS,KANSAS
21,2021,1,1385,0.30322582,0.5895161,0.1032258,0.31520224,0.61785215,0.090655506,0.30221519,0.56329113,0.125,-0.26165092,-0.27905947,-0.24391034,716668,KY,KENTUCKY
22,2021,1,1276,0.12847222,0.31770834,0.026041666,0.13084112,0.33644861,0.025367156,0.14890282,0.32288402,0.031347964,-0.016434446,-0.027838435,-0.007765438,683520,LA,LOUISIANA
23,2021,1,560,0.44660193,0.74174756,0.079611652,0.40923077,0.70153844,0.07692308,0.5182482,0.82116789,0.091240875,-0.35082397,-0.30959687,-0.43107185,176607,ME,MAINE
24,2021,1,1365,0.83314919,0.92928177,0.48397791,0.7860781,0.91001695,0.33955857,0.89125293,0.95035464,0.65721041,-0.66551971,-0.60965788,-0.72716129,876869,MD,MARYLAND
25,2021,1,1744,0.66335976,0.85846561,0.26455027,0.63130254,0.84768909,0.23214285,0.71847504,0.87390029,0.32844576,-0.53061438,-0.51157576,-0.56465107,928890,MA,MASSACHUSETTS
26,2021,1,3260,0.40525588,0.67289072,0.12102351,0.32358208,0.60238808,0.075820893,0.49381953,0.74042028,0.16749074,-0.32487088,-0.26634303,-0.38281199,1494134,MI,MICHIGAN
27,2021,1,2000,0.38479811,0.65261281,0.13064133,0.34236187,0.6327194,0.09534128,0.41928253,0.6659193,0.16255605,-0.28896937,-0.26317114,-0.30507931,868146,MN,MINNESOTA
28,2021,1,958,0.12929061,0.28718534,0.045766592,0.094339624,0.24318658,0.023060797,0.1626506,0.31325302,0.064257026,0.037576567,0.063931018,0.025574075,502270,MS,MISSISSIPPI
29,2021,1,2216,0.15675403,0.32258064,0.055443548,0.15969257,0.36122972,0.045260463,0.14778325,0.26896551,0.067980297,0.046206396,-0.011555944,0.11150587,899257,MO,MISSOURI
30,2021,1,691,0.24768947,0.45471349,0.10166359,0.26966292,0.49812734,0.10112359,0.20394737,0.40131578,0.088815786,-0.055408396,-0.11444736,0.009802075,140554,MT,MONTANA
31,2021,1,587,0.13172542,0.35250464,0.025974026,0.099415205,0.35672516,0.011695907,0.18584071,0.3318584,0.053097345,-0.017231958,-0.022829045,-0.005798384,244049,NE,NEBRASKA
32,2021,1,617,0.62429905,0.82056075,0.28037384,0.57692307,0.77810651,0.17751479,0.66960353,0.87224668,0.41409692,-0.49711823,-0.43255976,-0.57798904,450863,NV,NEVADA
33,2021,1,483,0.47586206,0.78850573,0.13333334,0.4548611,0.76041669,0.11458334,0.5186916,0.82710278,0.14485981,-0.41991818,-0.40647772,-0.4432818,187329,NH,NEW HAMPSHIRE
34,2021,1,2313,0.7528035,0.90346175,0.30716723,0.69423932,0.89069426,0.24667652,0.84466022,0.93203884,0.41553399,-0.58704221,-0.55710286,-0.64851147,1280493,NJ,NEW JERSEY
35,2021,1,722,0.72696817,0.85092127,0.40536013,0.63905323,0.8254438,0.26035503,0.82746476,0.88028169,0.57042253,-0.57947063,-0.51346004,-0.64981097,305403,NM,NEW MEXICO
36,2021,1,4476,0.63371944,0.84710425,0.27361646,0.5766359,0.82828283,0.20114185,0.70320725,0.86835808,0.3460986,-0.51576102,-0.4765079,-0.55909115,2586881,NY,NEW YORK
37,2021,1,2552,0.5584352,0.80635697,0.23129584,0.52220249,0.76820606,0.18738899,0.58960575,0.84050179,0.26881722,-0.47440767,-0.43820378,-0.50602555,1548200,NC,NORTH CAROLINA
38,2021,1,464,0.12471655,0.33786848,0.040816326,0.11832061,0.35496184,0.038167939,0.14814815,0.3251029,0.061728396,0.018776314,-0.011292948,0.047126874,107063,ND,NORTH DAKOTA
39,2021,1,3353,0.22695507,0.46156406,0.068885192,0.25190839,0.51497358,0.062830299,0.23594847,0.44496489,0.091920376,-0.12747076,-0.16472374,-0.11976574,1685529,OH,OHIO
40,2021,1,1671,0.18181819,0.39104277,0.063502677,0.1744325,0.41338113,0.050179213,0.18378378,0.34594595,0.07027027,-0.035340328,-0.062535234,0.02446596,675210,OK,OKLAHOMA
41,2021,1,1206,0.64864862,0.85927308,0.32059646,0.55126297,0.82912332,0.18722139,0.7508834,0.87455833,0.45759717,-0.54364437,-0.46663484,-0.61040425,563526,OR,OREGON
42,2021,1,2752,0.49036777,0.76313484,0.14492118,0.48224851,0.7470414,0.14053254,0.53932583,0.7929374,0.17977528,-0.4074387,-0.38797939,-0.44555116,1631283,PA,PENNSYLVANIA
44,2021,1,299,0.58052433,0.82771534,0.12734082,0.4790419,0.78443116,0.1017964,0.75,0.9074074,0.16666667,-0.45384821,-0.41259333,-0.5279184,143279,RI,RHODE ISLAND
45,2021,1,1203,0.27802691,0.53923768,0.097533636,0.26371309,0.51054853,0.092827007,0.31368423,0.5705263,0.10105263,-0.24368285,-0.21245769,-0.27508408,765680,SC,SOUTH CAROLINA
46,2021,1,584,0.1411043,0.27402863,0.063394681,0.11111111,0.29914531,0.02991453,0.15015975,0.25559106,0.08626198,0.14828013,0.11817396,0.18354474,131376,SD,SOUTH DAKOTA
47,2021,1,1745,0.2900075,0.48459804,0.14425243,0.27222222,0.46944445,0.098611109,0.27912623,0.45752427,0.16747573,-0.19946906,-0.16700789,-0.17217256,1005002,TN,TENNESSEE
48,2021,1,8205,0.29406986,0.55835366,0.083401032,0.26153126,0.56825101,0.057597753,0.32704577,0.53370321,0.11151179,-0.21220376,-0.21432222,-0.18981907,5192234,TX,TEXAS
49,2021,1,935,0.17365269,0.48982036,0.03233533,0.15124555,0.47686833,0.028469751,0.21468927,0.53389829,0.042372882,-0.17694449,-0.16681206,-0.20988512,637460,UT,UTAH
50,2021,1,290,0.58730161,0.85317463,0.19047619,0.55555558,0.83333331,0.21527778,0.67368424,0.88421053,0.22105263,-0.50113636,-0.49508017,-0.53647989,79744,VT,VERMONT
51,2021,1,1876,0.55157894,0.80280703,0.19649123,0.48143712,0.75568861,0.13173653,0.62339741,0.84615386,0.26762819,-0.46732572,-0.41012028,-0.52412218,1258485,VA,VIRGINIA
53,2021,1,2134,0.64301932,0.85187286,0.28320092,0.53672314,0.82297552,0.12241054,0.74941176,0.86588234,0.46000001,-0.51704764,-0.43778047,-0.59336084,1070527,WA,WASHINGTON
54,2021,1,646,0.39575973,0.69081271,0.067137808,0.27556819,0.60795456,0.039772727,0.54577464,0.79577464,0.098591551,-0.34329739,-0.26932219,-0.4282276,259149,WV,WEST VIRGINIA
55,2021,1,2124,0.27351296,0.53126591,0.092526689,0.24459811,0.51166809,0.061365601,0.31182796,0.5659824,0.13000977,-0.19080016,-0.16414128,-0.22919133,851762,WI,WISCONSIN
56,2021,1,328,0.13427562,0.28975266,0.042402826,0.097560972,0.27439025,0.018292682,0.1849315,0.31506848,0.06849315,0.075048842,0.10911382,0.036181051,92924,WY,WYOMING
1,2021,2,1385,0.14527845,0.31234866,0.02905569,0.15459611,0.33286908,0.020891365,0.14082503,0.28591749,0.034139402,-0.015597248,-0.048551168,0.036941264,765464,AL,ALABAMA
2,2021,2,393,0.51006711,0.77516776,0.18120806,0.5,0.78571427,0.15238096,0.55263156,0.75789475,0.24210526,-0.4230057,-0.41785353,-0.43159187,122038,AK,ALASKA
4,2021,2,1857,0.47148541,0.73010612,0.19297083,0.46230158,0.75,0.16170634,0.48463115,0.71516395,0.23155738,-0.38690016,-0.39900368,-0.38421592,1108894,AZ,ARIZONA
5,2021,2,1002,0.16251354,0.4355363,0.044420369,0.16528925,0.46280992,0.045454547,0.164,0.40599999,0.044,-0.11161673,-0.14573249,-0.076754421,466695,AR,ARKANSAS
6,2021,2,9001,0.73654795,0.88640499,0.37977645,0.68946934,0.87375623,0.27031508,0.77893871,0.8930437,0.51113558,-0.58721083,-0.54078037,-0.63451493,5859332,CA,CALIFORNIA
8,2021,2,1799,0.39863482,0.7078498,0.11808874,0.36270022,0.71510297,0.10526316,0.43807042,0.70273793,0.13428944,-0.33093986,-0.32994318,-0.33321545,880258,CO,COLORADO
9,2021,2,1077,0.50054055,0.78594595,0.13081081,0.45931283,0.75226039,0.10488246,0.5926829,0.85365856,0.15853658,-0.4090589,-0.38331673,-0.46534607,512351,CT,CONNECTICUT
10,2021,2,204,0.48192772,0.79518074,0.11445783,0.45192307,0.76923078,0.11538462,0.60493827,0.86419755,0.16049382,-0.44149515,-0.43399101,-0.49881268,131031,DE,DELAWARE
11,2021,2,194,0.83333331,0.92528737,0.5,0.85593218,0.94067794,0.5,0.85869563,0.93478262,0.53260869,-0.64292228,-0.66682285,-0.65433902,76695,DC,DISTRICT OF COLUMBIA
12,2021,2,3833,0.36193687,0.6858719,0.095617533,0.35329342,0.69960082,0.072355293,0.37671641,0.66149253,0.12656717,-0.32593706,-0.33176893,-0.31103826,2822449,FL,FLORIDA
13,2021,2,2234,0.26726726,0.5075075,0.072072074,0.25872341,0.52936172,0.051063828,0.2764045,0.47977528,0.1,-0.18131816,-0.19955672,-0.15313195,1703865,GA,GEORGIA
15,2021,2,267,0.5690608,0.83425415,0.20994475,0.52380955,0.80952382,0.19047619,0.64102566,0.85897434,0.25641027,-0.48801899,-0.44884953,-0.56183136,174730,HI,HAWAII
16,2021,2,691,0.15091464,0.43597561,0.042682927,0.1627907,0.46511629,0.046511628,0.14044943,0.41011235,0.036516853,-0.087251402,-0.11009157,-0.045077808,297693,ID,IDAHO
17,2021,2,3905,0.45032573,0.70629752,0.1471227,0.45084032,0.70378149,0.14159665,0.48689321,0.72330099,0.19126214,-0.37114641,-0.37053701,-0.40138844,1977395,IL,ILLINOIS
18,2021,2,1822,0.16493055,0.44155094,0.03125,0.17327189,0.47096774,0.030414747,0.15365551,0.39776951,0.035935562,-0.12235688,-0.1387971,-0.08770401,1032755,IN,INDIANA
19,2021,2,1307,0.1078905,0.29146537,0.030595813,0.10147059,0.31911764,0.026470589,0.11371238,0.25919732,0.035117056,0.065194495,0.040460546,0.1033625,495511,IA,IOWA
20,2021,2,1310,0.14667816,0.40638483,0.026747195,0.14415781,0.42033383,0.018209409,0.14516129,0.38709676,0.038709678,-0.065446794,-0.064703688,-0.054260623,485972,KS,KANSAS
21,2021,2,1384,0.31366208,0.61358124,0.10185934,0.33053222,0.65826333,0.088235296,0.29746836,0.57120252,0.125,-0.28426483,-0.31062657,-0.25180292,713792,KY,KENTUCKY
22,2021,2,1278,0.1579861,0.41145834,0.036458332,0.15261044,0.43105757,0.037483267,0.15288612,0.38689548,0.037441496,-0.12573047,-0.14338286,-0.097187705,684111,LA,LOUISIANA
23,2021,2,562,0.26070037,0.54863811,0.056420233,0.31076923,0.5476923,0.073846154,0.22962964,0.57407409,0.04074074,-0.18943651,-0.19896728,-0.20268488,177256,ME,MAINE
24,2021,2,1363,0.77458566,0.92044199,0.41767955,0.73817569,0.9054054,0.34966215,0.82535887,0.93301433,0.5,-0.62951577,-0.59686321,-0.67446065,880241,MD,MARYLAND
25,2021,2,1739,0.59694552,0.83399737,0.21580346,0.58464772,0.82229233,0.19032598,0.62481534,0.85376662,0.26735598,-0.4922061,-0.48266083,-0.51917297,927954,MA,MASSACHUSETTS
26,2021,2,3252,0.32806054,0.64614856,0.094222836,0.32544377,0.65088755,0.085798815,0.34176433,0.63726097,0.10980876,-0.29582018,-0.29473126,-0.29205975,1488421,MI,MICHIGAN
27,2021,2,1980,0.32649472,0.57737398,0.12485346,0.33261105,0.60780066,0.098591551,0.32275712,0.54814005,0.15098469,-0.24007301,-0.27119634,-0.20368122,863515,MN,MINNESOTA
28,2021,2,964,0.14920273,0.35535309,0.043280181,0.1242236,0.3457557,0.024844721,0.17399999,0.366,0.061999999,-0.06739521,-0.059778634,-0.078877136,502161,MS,MISSISSIPPI
29,2021,2,2213,0.19848867,0.42015114,0.0604534,0.19982848,0.46397942,0.051457975,0.19098923,0.37316355,0.070519097,-0.067767471,-0.12773104,-0.005018691,898282,MO,MISSOURI
30,2021,2,690,0.26181817,0.47454545,0.10909091,0.30258304,0.56457567,0.12915128,0.22929937,0.40445861,0.082802549,-0.11657932,-0.21789883,-0.044927474,140574,MT,MONTANA
31,2021,2,585,0.125,0.43097016,0.018656716,0.10755814,0.46511629,0.014534884,0.14932127,0.37104073,0.027149322,-0.069302082,-0.079944529,-0.032382205,243176,NE,NEBRASKA
32,2021,2,611,0.63128489,0.83798885,0.28305399,0.56932151,0.79941005,0.16224189,0.70222223,0.88444442,0.4488889,-0.5008257,-0.4388465,-0.57285786,449660,NV,NEVADA
33,2021,2,482,0.36781609,0.69195402,0.055172414,0.39510489,0.68531471,0.052447554,0.34272301,0.69953054,0.04225352,-0.3275573,-0.3289699,-0.33110109,186864,NH,NEW HAMPSHIRE
34,2021,2,2310,0.6886608,0.89638317,0.2311828,0.67284864,0.89169139,0.21587537,0.73417723,0.91528726,0.28821811,-0.54716682,-0.54347599,-0.57586247,1279330,NJ,NEW JERSEY
35,2021,2,725,0.69752067,0.861157,0.35206613,0.64411765,0.83823532,0.25588235,0.75517243,0.88275862,0.4586207,-0.5487318,-0.50218016,-0.59819931,305622,NM,NEW MEXICO
36,2021,2,4475,0.54905999,0.80607778,0.24517126,0.52998239,0.80687833,0.19708994,0.58373207,0.81052631,0.29760766,-0.46671873,-0.45546454,-0.48270673,2587206,NY,NEW YORK
37,2021,2,2554,0.48037291,0.74435723,0.16584887,0.43654364,0.71197122,0.13501351,0.50760967,0.76991946,0.18889883,-0.40988517,-0.37248498,-0.43215665,1548875,NC,NORTH CAROLINA
38,2021,2,459,0.13470319,0.33561644,0.036529679,0.15648855,0.3778626,0.034351144,0.14345992,0.29535866,0.046413504,-0.023486141,-0.053231165,0.009663457,107791,ND,NORTH DAKOTA
